Title;Author;Publisher;Published Date;Format;Pages;Series;Volume;Language;ISBN;Page Read;Item Url;Icon Path;Photo Path;Image Url;Summary;Location;Price;Genres;Rating;Added Date;Copy Index;Read;Started Reading Date;Finished Reading Date;Favorite;Comments;Tags;BookShelf;Settings
Iliade. Testo greco a fronte;", Homer; Codino, Fausto; Onesti, Rosa Calzecchi";Einaudi;2014-01-27;Copertina flessibile;960;;;Italiano;9788806219109;;https://www.amazon.it/dp/8806219103?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41u7xmS47sL._SL500_.jpg;Cinquantun giorni della guerra degli Achei contro Troia (Ilio, da cui il titolo): dall'ira di Achille, l'eroe invincibile, o quasi, dell'esercito acheo contro il capo della spedizione Agamennone, reo di avergli sottratto la schiava Briseide, al funerale di Ettore, l'eroe troppo umano dell'esercito troiano sconfitto dall'astuzia di Ulisse. Il capolavoro assoluto del genere epico, la nascita e il momento fondante dell'intera tradizione letteraria dell'Occidente.;;;Classici;3.93;05/22/2026;;;;;;;;Sx6;
In cerca di Alice;"Moriarty, Liane; Sperti, Silvia Rota";Feltrinelli;2012-10-10;Copertina flessibile;400;;;Italiano;9788807019227;;https://www.amazon.it/dp/8807019221?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41kCBOD4zML._SL500_.jpg;"Alice adora mangiare cioccolata e dormire fino a tardi la domenica mattina. Ha ventinove anni, un marito e un figlio in arrivo. Ed è sfacciatamente felice, pur avendo le stesse preoccupazioni di tutti.
Per lei l’amore ha il profumo di lavanda, la pianta che ha fatto crescere davanti a casa. La felicità è la risata gorgogliante di un bambino, oppure è galleggiare tra le onde a braccia aperte, sentendo il sole sulla faccia. La vita è semplice e meravigliosa, per Alice. C’è solo un problema: tutto ciò è successo dieci anni fa.
Alice è inciampata durante una lezione di aerobica, è caduta e ha battuto la testa. Un incidente di nessun conto se non fosse che, quando ha ripreso conoscenza dopo pochi minuti, ha scoperto di essersi dimenticata in un lampo di un’intera fase della sua esistenza.
In realtà, ha trentanove anni. Ha mille impegni ed è fissata con la linea e l’organizzazione, lei che non aveva mai posseduto neppure un’agenda. Ovviamente non è più incinta, e chi diavolo sono quei tre mini-marziani che la chiamano mamma? È fredda e distaccata, sua sorella non le rivolge quasi più la parola e, quel che è peggio, sta per divorziare.
Cosa è successo? Ora che Alice ha l’occasione di vedersi sotto una nuova luce, non si piace più. Come fare per ritrovare la ragazza spensierata di un tempo? Man mano che i ricordi emergono dal passato come bolle di sapone colorate, salterà fuori che dimenticare è la cosa più memorabile che sia mai successa ad Alice. E che forse, ogni tanto, per rimetterci in carreggiata e riscoprire ciò che di bello abbiamo perso per strada, abbiamo tutti bisogno di una piccola botta in testa…";;;Narrativa contemporanea;4.07;05/23/2026;;;;;;;;Sx5;
Io sono leggenda;"Matheson, Richard; Fefè, Simona";Fanucci;2017-07-24;Copertina flessibile;188;;;Italiano;9788834733776;;https://www.amazon.it/dp/8834733770?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41IFio39ymL._SL500_.jpg;Robert Neville torna a casa dopo una giornata di duro lavoro. Cucina, pulisce, ascolta un disco, si siede in poltrona e legge un libro. Eppure la sua non è una vita normale. Soprattutto dopo il tramonto. Perché Neville è l'ultimo uomo sulla Terra. L'ultimo umano sopravvissuto, in un mondo completamente popolato da vampiri. Nella solitudine che lo circonda, Robert esegue la sua missione, studia il fenomeno e le superstizioni che lo circondano, cerca nuove strade per lo sterminio delle creature delle tenebre. Durante la notte se ne sta rintanato nella sua roccaforte, assediato dai morti viventi avidi del suo sangue. Ma con il sorgere del sole è lui a dominare un gioco crudele e di meccanica ferocia, scandito dalle luci e dalle ombre di un tempo sempre uguale a sé stesso che impone la ripetizione di un rituale sanguinario. In questo mondo, Neville, con la sua unicità, si è già trasformato in leggenda.;;;Narrativa di genere;4.05;05/22/2026;;;;;;;;Sx6;
Kitchen;"Yoshimoto, Banana; Amitrano, Giorgio";Feltrinelli;2008-09-15;Copertina flessibile;150;;;Italiano;9788807812439;;https://www.amazon.it/dp/8807812436?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51KHvF4QYcL._SL500_.jpg;"""Non c'è posto al mondo che non ami di più della cucina..."" Così comincia il romanzo di Banana Yoshimoto, Kitchen publbicato con grande successo in Italia in prima traduzione mondiale da Feltrinelli (1991).
È un romanzo sulla solitudine giovanile. Le cucine, nuovissime e luccicanti o vecchie e vissute, che riempiono i sogni della protagonista Mikage, rimasta sola al mondo dopo la morte della nonna, rappresentano il calore di una famiglia sempre desiderata. Ma la grande trovata di Banana è che la famiglia si possa, non solo scegliere, ma inventare. 
Così il padre del giovane amico della protagonista Yūichi può diventare o rivelarsi madre e Mikage può eleggerli come propria famiglia, in un crescendo tragicomico di ambiguità.
Con questo romanzo, e il breve racconto che lo chiude, Banana Yoshimoto si è imposta all'attenzione del pubblico italiano mostrando un'immagine del Giappone completamente sconosciuta agli occidentali, con un linguaggio assai fresco e originale che vuole essere una rielaborazione letteraria dello stile dei fumetti manga.";;;Narrativa contemporanea;3.89;05/23/2026;;;;;;;;Sx6;
L'albergo delle donne tristi;"Serrano, Marcela; Geroldi, Simona";Feltrinelli;2008-09-15;Copertina flessibile;280;;;Italiano;9788807816512;;https://www.amazon.it/dp/8807816512?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/515VwXkVLuL._SL500_.jpg;Un grande romanzo dedicato alle ombre dell'anima femminile. Una storia che si apre alla luce della confidenza, della complicità, della parola condivisa. Su un'isoletta dell'arcipelago di Chloé, nel Sud del Cile, sorge un insolito Albergo per donne in cerca di conforto. È gestito da Elena, che ha lavorato per la Resistenza, è psichiatra e ha finalmente raggiunto una profonda tranquillità interiore. Da lei si rifugia una clientela di sole donne, talora famose, accomunate dalla tristezza, segnate dalle cicatrici del disamore. Possono soggiornare per tre mesi all'Albergo, che si staglia spettrale sullo sfondo di un promontorio affacciato sul mare, ai confini del mondo. Qui le clienti conoscono persone ugualmente vulnerabili, cui confidano i propri sogni irrealizzati, gli affetti ormai estranei, gli amori autolesionistici. Qui si intrecciano le storie comuni di tante donne. Qui sbarca anche Floreana che, complice la bellezza quasi primordiale del paesaggio, tenta di liberarsi del proprio passato, di risvegliarsi alle emozioni e alla vita, di riacquistare fiducia in sé. Ricompone i frammenti della propria esistenza e comincia a capire dove si trovano la sua vera patria e le sue radici.;;;Narrativa contemporanea;3.61;05/23/2026;;;;;;;;Sx6;
L'amante;"Duras, Marguerite; Caruso, Leonella Prato";Feltrinelli;2008-06-16;Copertina flessibile;128;The Lover;;Italiano;9788807810312;;https://www.amazon.it/dp/880781031X?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41cgTvKkI+L._SL500_.jpg;La storia d'amore di una francese quindicenne con un giovane miliardario cinese, sullo sfondo di un ritratto di famiglia, nell'Indocina degli anni trenta. Racconto-rivelazione di lucidità struggente, di terribile e dolce bellezza. L'amante trasfigura e risolve integralmente in una scrittura spoglia, e prodigiosamente intensa, il complice gioco che la memoria e l'oblio ricalcano sulla trama della vita.;;;Narrativa contemporanea;3.70;05/23/2026;;;;;;;;Sx6;
L'amante giapponese;"Allende, Isabel; Liverani, Elena";Feltrinelli;2015-10-15;Copertina flessibile;288;;;Italiano;9788807031601;;https://www.amazon.it/dp/8807031604?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51LMOMCLEcL._SL500_.jpg;L'epica storia d'amore tra la giovane Alma Belasco e il giardiniere giapponese Ichimei: una vicenda che trascende il tempo e che spazia dalla Polonia della Seconda guerra mondiale alla San Francisco dei nostri giorni.;;;Narrativa contemporanea;3.89;05/23/2026;;;;;;;;Sx5;
L'amico ritrovato;"Uhlman, Fred; Koestler, Arthur; Castagnone, Mariagiulia; Guerri, Cristiano";Feltrinelli;2012-12-27;Copertina flessibile;96;Reunion;;Italiano;9788807880735;;https://www.amazon.it/dp/8807880733?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41gfh6C6fTL._SL500_.jpg;"Germania, 1933. Due sedicenni frequentano la stessa scuola esclusiva. Uno è figlio di un medico ebreo, l'altro è di ricca famiglia aristocratica. Tra loro nasce un'amicizia del cuore, un'intesa perfetta e magica. Riuscirà a non essere spezzata dalla Storia? Racconto di straordinaria finezza e suggestione, «L'amico ritrovato» è apparso nel 1971 negli Stati Uniti ed è poi stato pubblicato in tutto il mondo con unanime, travolgente successo di pubblico e critica. «Un'opera letteraria rara», lo ha definito George Steiner sul ""New Yorker"". «Un capolavoro», ha scritto Arthur Koestler nell'introduzione all'edizione inglese del 1976. «Un libro che assilla la memoria... una gemma», «Un racconto magistrale», hanno fatto eco ""The Sunday Express"" e ""The Financial Times"" di Londra. E infine ""Le Monde"" di Parigi: «Uno dei testi più densi e più puri sugli anni del nazismo in Germania... Tra i romanzi più belli che si possano raccomandare ai lettori, dai dodici anni in su. Senza esitazione».";;;Classici;4.04;05/23/2026;;;;;;;;Sx6;
L'angelo tacque;Böll, Heinrich;Einaudi;;Copertina flessibile;173;;;ita;9788806131340;;https://www.goodreads.com/book/show/25437759-l-angelo-tacque;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431118034l/25437759._SX98_.jpg;Germania 1945. Un amore da reduci fra le macerie del mondo e dell'anima.;;;Fiction;3.66;05/22/2026;;;;;;;;Sx6;
L'anno che a Roma fu due volte Natale.;"Jian, Ma; Bagnoli, Katia";Feltrinelli;;Copertina flessibile;633;;;Italiano;9788807896491;;https://www.amazon.it/dp/8807896494?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51f9CyvaYTL._SL500_.jpg;"Dai Wei, in coma da dieci anni, è doppiamente prigioniero. Il 4 giugno 1989 è stato colpito alla testa da un proiettile durante la rivolta di piazza Tienanmen. Da allora ""vive"" su un letto di ferro: prigioniero del proprio corpo, prigioniero della polizia, che aspetta il suo risveglio per arrestarlo. Tutto ciò che rimane a Dai Wei per non perdere il contatto con il mondo è la sua acutissima sensibilità per le piccole cose che gli succedono intorno e una dolorosa e poetica capacità di dialogare con il proprio corpo. Mentre Dai Wei giace, immobile nel cambiamento, assistito dalla madre, la capitale della Cina cambia e lui ripercorre i giorni della rivolta studentesca - ma anche il decennio della Rivoluzione culturale - attraverso i ricordi: le mobilitazioni degli universitari di Beijing e le interminabili discussioni politiche, gli slogan gridati e i sentimenti sussurrati con riserbo. E intanto, forse, si risveglia a un nuovo inizio, mentre l'isolato dove si trova la piccola casa in cui abita viene abbattuto, con la vecchia Cina che muore, per far posto a uno stadio, il Nido, per le Olimpiadi del 2008.";;;Categorie;3.88;05/23/2026;;;;;;;;Sx6;
L'armata perduta (Oscar grandi bestsellers);Manfredi, Valerio Massimo;MONDADORI;2010-01-26;Ebook;446;;;Italiano;9788804581215;;https://www.amazon.it/dp/B005SZ7YVA?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/518NH-jrsRL._SL500_.jpg;Una delle più epiche avventure dell'età antica: la lunghissima marcia, attraverso incredibili pericoli e peripezie, che diecimila mercenari greci dopo la disfatta del principe persiano Ciro, sotto le cui insegne si erano battuti, contro il fratello Artaserse alle porte di Babilonia - compiono per tornare in patria. È l'impresa gloriosa e tragica documentata nel IV secolo a.C. da Senofonte nell'Anabasi, che proprio Valerio Massimo Manfredi ha studiato e tradotto negli anni '80. Ma in questo romanzo le atrocità della guerra e l'eroismo di ogni soldato, il fasto e le crudeli bizzarrie della corte persiana, le insidie di una natura selvaggia e le amicizie più indissolubili sono narrate in una prospettiva completamente inedita: dalla voce di una donna, la bellissima siriana Abira, che per amore di Xenos lascia ogni cosa e condivide il destino dei Diecimila. Attraverso gli occhi di Abira, le donne diventano le protagoniste della grande Storia.;;;Narrativa storica;3.89;05/23/2026;;;;;;;;Sx4;
L'arte della guerra;"Tzu, Sun; Conti, Mauro";Feltrinelli;2013-06-05;Copertina flessibile;96;;;Italiano;9788807900525;;https://www.amazon.it/dp/8807900521?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41uzNgqVFtL._SL500_.jpg;"Composto in Cina diversi secoli prima della nascita di Cristo, l'Arte della guerra è uno dei più antichi trattati di strategia militare; il suo autore è noto col nome di Sun Tzu, ma si tratta in realtà di più filosofi che hanno rielaborato un testo frutto probabilmente di un'unica mano.
Il contenuto di quest'opera ha influenzato ampiamente nei secoli la filosofia orientale, ma non solo, tanto che essa viene utilizzata nelle scuole di management in tutto il mondo. Perché Sun Tzu non si limita a dare precetti per sconfiggere i nemici sul campo di battaglia, ma ci insegna a gestire i conflitti in modo profondo e non distruttivo: anche nella nostra vita quotidiana, infatti, la miglior battaglia è quella che vinciamo senza combattere.";;;Narrativa di genere;3.94;05/23/2026;;;;;;;;Sx6;
L'educazione;"Westover, Tara; Sperti, Silvia Rota";Feltrinelli;2020-01-16;Copertina flessibile;384;;;Italiano;9788807892394;;https://www.amazon.it/dp/8807892391?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41s1endI04L._SL500_.jpg;Tara, la sorella Audrey e i fratelli Luke e Richard sono nati in una singolare famiglia mormona delle montagne dell’Idaho. Non sono stati registrati all’anagrafe, non sono mai andati a scuola, non sono mai stati visitati da un dottore. Sono cresciuti senza libri, senza sapere cosa succede nel mondo o cosa sia il passato. Fino a diciassette anni Tara non aveva idea di cosa fosse l’Olocausto o l’attacco alle Torri gemelle. Con la sua famiglia si preparava alla sicura fine del mondo, accumulando lattine di pesche sciroppate e dormendo con uno zaino d’emergenza sempre a portata di mano. Il clima in casa era spesso pesante. Il padre è un uomo dostoevskiano, carismatico quanto folle e incosciente, fino a diventare pericoloso. Poi Tara fa una scoperta: l’educazione. La possibilità di emanciparsi, di vivere una vita diversa, di diventare una persona diversa. Una rivelazione. Tara Westover crea una storia universale di formazione che mira al cuore di ciò che l’educazione ha da offrire: la prospettiva di vedere la propria vita con occhi nuovi e la volontà di cambiarla.;;;Chiese e denominazioni cristiane;4.46;05/23/2026;;;;;;;;Sx6;
L'isola sotto il mare;"Allende, Isabel; Liverani, Elena";Feltrinelli;2009-06-12;Copertina flessibile;426;;;Italiano;9788807017957;;https://www.amazon.it/dp/8807017954?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/317G8CwA98L._SL500_.jpg;"‟Nei miei primi quarant’anni io, Zarité Sedella, ho avuto maggior fortuna di altre schiave. Vivrò a lungo e la mia vecchiaia sarà gioiosa, perché la mia stella – la mia z’étoile – brilla anche quando la notte è nuvolosa.” La storia di una donna che lotta per emanciparsi dalla sua condizione di schiava nella Haiti della fine del '700. Un’eroina il cui destino è scolpito dalla passione.

1770, Santo Domingo, ora Haiti. Tété ha nove anni quando il giovane francese Toulouse Valmorain la compra perché si occupi delle faccende di casa. Intorno, i campi di canna da zucchero, la calura sfibrante dell’isola, il lavoro degli schiavi. Tété impara presto com’è fatto quel mondo: la violenza dei padroni, l’ansia di libertà, i vincoli preziosi della solidarietà. Quando Valmorain si sposta nelle piantagioni della Louisiana, anche Tété deve seguirlo, ma ormai è cominciata la battaglia per la dignità, per il futuro, per l’affrancamento degli schiavi. È una battaglia lenta che si mescola al destarsi di amori e passioni, all’annodarsi di relazioni e alleanze, al muoversi febbrile dei personaggi più diversi – soldati e schiavi guerrieri, sacerdoti vudù e frati cattolici, matrone e cocottes, pirati e nobili decaduti, medici e oziosi bellimbusti. Contro il fondale animatissimo della Storia, Zarité Sedella, soprannominata Tété, spicca bella e coraggiosa, battagliera e consapevole, un’eroina modernissima che arriva da lontano a rammentarci la fede nella libertà e la dignità delle passioni.";;;Narrativa contemporanea;4.12;05/23/2026;;;;;;;;Sx5;
L'ultima legione (Oscar bestsellers Vol. 1367);Manfredi, Valerio Massimo;MONDADORI;2010-10-07;Ebook;484;Oscar bestsellers;1,367;Italiano;9788804521181;;https://www.amazon.it/dp/B005SZ5426?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51683L-hhJL._SL500_.jpg;"Anno Domini 476. Il re barbaro Odoacre depone l'ultimo imperatore romano, il tredicenne Romolo Augustolo, confinandolo a Capri. Il sipario cala definitivamente sulla civiltà di Roma. Ma non tutto è perduto. Un pugno di legionari sembra risorgere dal campo di battaglia: Rufio Elio Vatreno, veterano di infinite battaglie, Cornelio Batiato, gigante etiope dalla forza smisurata, e il comandante Aurelio, il più leale e coraggioso. Insieme a Livia Prisca, formidabile guerriera, sono decisi a tutto pur di liberare Romolo Augustolo e il suo precettore Meridius Ambrosinus. Una volta riusciti nella loro impresa, ha inizio una caccia all'uomo senza esclusione di colpi, una lotta disperata in cui l'intelligenza, le astuzie, il coraggio di quattro soldati proteggeranno e guideranno l'ultimo Cesare; una fuga a perdifiato attraverso un'Italia e un'Europa devastate e drammaticamente affascinanti, fino all'ultimo approdo, fino all'ultima resa dei conti in un luogo desolato agli estremi confini del mondo. Dove, dalle ceneri di un mondo che si era creduto immortale, sorge un nuovo mito, destinato a varcare i millenni.";;;Narrativa storica;3.82;05/23/2026;;;;;;;;Sx4;
LA CASA DEGLI SPIRITI.;"Allende, Isabel; Morino, Angelo; Castri, Sonia Piloto di";Feltrinelli;1989-01-01;Copertina flessibile;364;Trilogía Involuntaria;;Italiano;9788807810008;;https://www.amazon.it/dp/B005AZ38R2?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51exKaGi6yL._SL500_.jpg;Una saga familiare del nostro secolo in cui si rispecchiano la storia e il destino di tutto un popolo. Un grande affresco che per fascino ed emozione può ricordare al lettore, nell’ambito della narrativa sudamericana, soltanto Cent’anni di solitudine di García Márquez.;;;Testi di formazione e consultazione;4.30;05/23/2026;;;;;;;;Sx6;
La casa Russia;"Carré, John le; Paolini, Pier Francesco";Feltrinelli;1998-02-02;Copertina flessibile;420;;;Italiano;9788807814648;;https://www.amazon.it/dp/8807814641?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51uzSqiCNcL._SL500_.jpg;"John le Carré has earned worldwide acclaim with extraordinary spy novels, including The Russia House, an unequivocal classic. Navigating readers through the shadow worlds of international espionage with critical knowledge culled from his years in British Intelligence, le Carré tracks the dark and devastating trail of a document that could profoundly alter the course of world events.

In Moscow, a sheaf of military secrets changes hands. If it arrives at its destination, and if its import is understood, the consequences could be cataclysmic. Along the way it has an explosive impact on the lives of three people: a Soviet physicist burdened with secrets; a beautiful young Russian woman to whom the papers are entrusted; and Barley Blair, a bewildered English publisher pressed into service by British Intelligence to ferret out the document's source. A magnificent story of love, betrayal, and courage, The Russia House catches history in the act. For as the Iron Curtain begins to rust and crumble, Blair is left to sound a battle cry that may fall on deaf ears.

";;;Narrativa di genere;3.91;05/23/2026;;;;;;;;Sx6;
La città delle bestie;"Allende, Isabel; Liverani, Elena";Feltrinelli;2005-10-17;Copertina flessibile;248;Las memorias del Águila y del Jaguar;;Italiano;9788807420955;;https://www.amazon.it/dp/8807420953?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51yA3G5ZhVL._SL500_.jpg;"Alex ha quindici anni. La malattia della madre lo costringe a lasciare la sua tranquilla cittadina californiana per seguire l'eccentrica nonna Kate, reporter di professione, in una spedizione nel cuore dell'Amazzonia finanziata dalla prestigiosa rivista ""International Geographic"". Bisogna cercare una Bestia mostruosa e gigantesca che, con il suo odore, paralizza chi la incontra. Alex si trova così ad affrontare eventi e situazioni eccezionali: dalle banali punture degli insetti, all'incontro con animali feroci e creature magnetiche come il giaguaro (con cui Alex subito si identifica). Nel gruppo della spedizione c'è anche Nadia, la figlia tredicenne della guida. La madre è inglese ma lei è nata nella foresta e si muove in perfetta armonia nella natura selvaggia. Sa tante cose e Alex con lei si sente più sicuro. I due ragazzi sono inseparabili e le loro avventure diventano incalzanti: incontrano spiriti e sciamani, scoprono che alcuni membri della spedizione vogliono sterminare gli indios, cadono in balia del Popolo della Nebbia, assumono strani poteri e sensibilità... Lei diventa Aquila, lui Giaguaro. Riescono a scoprire il mistero della Bestia e a salvare gli indigeni, ma anche a conoscersi meglio. L'atmosfera mescola la percezione magica alla sceneggiatura naturalistica: il fiume, la foresta, la montagna fanno parte di una geografia esatta e insieme straordinaria. La loro esperienza è meravigliosa ma al tempo stesso reale e riflette il cammino interiore di un essere umano. Alex è davvero un ragazzo qualunque e il lettore può provare un fortissimo senso di identificazione. La sua avventura contiene un denso nucleo etico: la lotta contro il male non è solo contro chi vuole distruggere l'Amazzonia. È anche contro una percezione di sé limitata ed egoistica che alimenta debolezze, timori e insicurezze.";;;Narrativa contemporanea;3.74;05/23/2026;;;;;;;;Sx5;
La figlia della fortuna;"Allende, Isabel; Liverani, Elena";Feltrinelli;2000-05-29;Copertina flessibile;336;Trilogía Involuntaria;;Italiano;9788807015625;;https://www.amazon.it/dp/8807015625?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41v2Opc3-GL._SL500_.jpg;Cile, 1832: Eliza viene abbandonata ancora neonata sulla soglia di casa dei fratelli inglesi Jeremy, John e Rose Sommers, che si sono trasferiti a Valparaíso. L'eccentrica Rose insiste perché la piccola cilena venga adottata ed entri a far parte della famiglia. Eliza vive tra due mondi: le viene impartita un'educazione rigidamente anglosassone, nella speranza di un futuro sereno coronato da un buon matrimonio, e al contempo le vengono fatte conoscere dalla cuoca di casa, Mama Freisa, la vitalità, la magia e la carnalità del suo popolo. Si innamora perdutamente di un giovane idealista che lavora per Jeremy, Joaquín Andieta, il quale nel 1848, alla notizia che in California sono stati scoperti favolosi giacimenti d'oro, decide di salpare in cerca di fortuna. Eliza si mette sulle sue tracce e, assieme al medico cinese Tao Chi'en, si imbarca alla volta di San Francisco. Passa così da un'America all'altra, dove andrà alla ricerca dell'amato, tra dolore, sofferenza, speranza, fra avventurieri e banditi assetati di giustizia, sfidando sogni e sentimenti. La figlia della fortuna è la storia di molte passioni, amorose e politiche, per la terra, il mare, l'oro, per la libertà e la gioia d'esistere.;;;Narrativa contemporanea;3.95;05/23/2026;;;;;;;;Sx5;
La foresta dei pigmei;"Allende, Isabel; Liverani, Elena";Feltrinelli;2005-01-31;Copertina flessibile;189;Las memorias del Águila y del Jaguar;;Italiano;9788807421037;;https://www.amazon.it/dp/8807421038?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/519eF97-zqL._SL500_.jpg;"Terza e ultima puntata delle ‟Avventure dell'Aquila e del Giaguaro”. Dopo aver attraversato le selve amazzoniche, le cime dell'Himalaya e affrontato mille prove, Nadia e Alexander si trovano ora nel cuore dell'Africa nera per salvare il popolo dei pigmei dalla schiavitù.

Kate Cold, i suoi amici fotografi, il nipote Alex e l'inseparabile amica Nadia ricevono dal ‟National Geographic” l'incarico di preparare un reportage sui safari che si svolgono a dorso d'elefante. Si recano dunque nel cuore dell'Africa per una settimana di vacanza a diretto contatto con la natura selvaggia e traboccante. A Nairobi Alex e Nadia incontrano un'indovina che li avverte di un pericolo imminente: saranno costretti ad affrontare un mostro a tre teste, e solo se resteranno uniti riusciranno ad avere la meglio. Quando ormai la settimana ricca di avventure si è conclusa e un'intrepida pilota di aerei da turismo è giunta a prenderli per riportarli alla civiltà, entra in scena fratel Fernando, un missionario in cerca di aiuto. Non ha più notizie di due suoi confratelli che si sono persi in una regione inaccessibile. Fratel Fernando convince Kate e gli altri a fare una deviazione per accompagnarlo a Ngombué, la probabile meta dei due missionari. Atterrati per un imprevisto nel cuore della giungla, vengono soccorsi da una tribù di pigmei, cacciatori di elefanti, i quali, nel corso del viaggio verso Ngombué, spiegheranno che la loro tribù è caduta in disgrazia da quando la sacerdotessa Nana-Asante è stata sconfitta, l'amuleto che li proteggeva è stato loro sottratto e Ngombué è diventata feudo di tre terribili personaggi: il re Kosongo, il militare Mbembelé e il potentissimo stregone Sembo. Da allora i pigmei sono stati fatti schiavi: gli uomini sono costretti a cacciare e a procurare l'avorio delle zanne e i diamanti, le donne a occuparsi dei lavori faticosi del villaggio, mentre i loro figli, tenuti prigionieri, vengono sacrificati e dati in pasto ai coccodrilli quando la quantità di avorio e diamanti non soddisfa i loro aguzzini. Da qui inizia l'ultima avventura di Nadia e Alexander che, dopo essere entrati in contatto con il mondo dei morti e degli antenati, riescono a riportare l'armonia tra i pigmei grazie ai loro straordinari poteri. Al loro ritorno negli Stati Uniti i ragazzi, diventati ormai grandi, hanno capito che il loro destino è vivere finalmente insieme.";;;Narrativa contemporanea;3.82;05/23/2026;;;;;;;;Sx5;
La formazione dell'uomo;Gramsci, Antonio;;;Copertina flessibile;;;;;;;;/Pictures/Icons/la formazione…sci, antonio_7.jpg;/Pictures/Photos/la formazione…sci, antonio_7.jpg;;;;;;;05/23/2026;;;;;;;;Sx6;
La gita a Tindari: 462;Camilleri, Andrea;Sellerio Editore Palermo;2000-02-18;Copertina flessibile;304;Commissario Montalbano;;Italiano;9788838915741;;https://www.amazon.it/dp/8838915741?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41lxizxWl4L._SL500_.jpg;Sta invecchiando il commissario Montalbano? No, non è questo. È l'amarezza per un caso dai retroscena sconcertanti e orrendi. È il saluto del nuovo secolo a questo Maigret siculo, più colto, più teso e irregolare. Egli indaga tra l'immaginaria Vigàta e Tindari, il promontorio a picco sul mare «col piccolo, misterioso teatro greco e la spiaggia a forma di una mano con le dita rosa». Un triplice omicidio è avvenuto - un giovane dongiovanni che viveva al di sopra dei suoi mezzi apparenti, due anziani pensionati seppelliti in casa che improvvisamente decidono una gita a Tindari. Li collega, sembra, solo un condominio. Ma Montalbano ha una maledizione, sa leggere i segni che provengono dall'antichissimo che vive nel modernissimo continente Sicilia: lo aiutano un vecchio ulivo contorto, la sua squadra, la svedese Ingrid, un libro di Conrad, e un Innominato senza pentimento.;;;Gialli e thriller;4.06;05/23/2026;;;;;;;;Sx4;
La legione dimenticata;"Author, Unknown; Lamberti, Tino";Piemme;2009-06-16;Copertina rigida;478;;;Italiano;9788838499555;;https://www.amazon.it/dp/8838499551?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/519MbEW-piL._SL500_.jpg;;;;Narrativa storica;0;05/23/2026;;;;;;;;Sx4;
