Title;Author;Publisher;Published Date;Format;Pages;Series;Volume;Language;ISBN;Page Read;Item Url;Icon Path;Photo Path;Image Url;Summary;Location;Price;Genres;Rating;Added Date;Copy Index;Read;Started Reading Date;Finished Reading Date;Favorite;Comments;Tags;BookShelf;Settings
Fra tempo e vita;Storchi, Federico;Marna;1990-01-01;Copertina flessibile;168;;;Italiano;9788872030011;;https://www.amazon.it/dp/8872030013?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/11zMj8GZHEL._SL500_.jpg;;;;Narrativa contemporanea;2.00;05/24/2026;;;;;;;;Sx4;
I moderni sistemi operativi. Ediz. MyLab. Con aggiornamento online;"Tanenbaum, Andrew S.; Bos, Herbert; Crispo, Bruno; Palazzi, Claudio";Pearson;2019-09-02;Copertina flessibile;629;;;Italiano;9788891906250;;https://www.amazon.it/dp/8891906255?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51QMNfpyG5L._SL500_.jpg;;;;Sistemi operativi;;05/24/2026;;;;;;;;Sx4;
I moderni sistemi operativi. Ediz. MyLab. Con aggiornamento online;"Tanenbaum, Andrew S.; Bos, Herbert; Crispo, Bruno; Palazzi, Claudio";Pearson;2019-09-02;Copertina flessibile;629;;;Italiano;9788891906250;;https://www.amazon.it/dp/8891906255?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51QMNfpyG5L._SL500_.jpg;;;;Sistemi operativi;;05/24/2026;1;;;;;;;Sx4;
I PRIMI TRE MINUTI L'affascinante storia dell'origine dell'universo I grandi libri della scienza contemporanea;;;;Copertina rigida;100;;;Italiano;;;https://www.amazon.it/dp/B0CL4TZ731?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41w4WZf21gL._SL500_.jpg;;;;Categorie;;05/24/2026;;;;;;;;Sx4;
Il conte di Montecristo;Dumas, Alexandre;Rizzoli;1999-01-01;CD;0;;;Italiano;9788817150392;;https://www.amazon.it/dp/8817150398?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/21sVHsZRkwL._SL500_.jpg;;;;Classici;;05/24/2026;;;;;;;;Sx4;
Il mestiere del potere. Dal taccuino di un lobbista;Cattaneo, Alberto;Laterza;2018-04-12;Copertina flessibile;189;;;Italiano;9788858131336;;https://www.amazon.it/dp/8858131339?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/514fBtsSVnL._SL500_.jpg;"
«I lobbisti, lo si è detto, non sono il potere. Ma al potere sono vicini. Se c'è una camera dove il potere abita, il lobbista sicuramente abiterà la stanza antistante quella camera: l'anticamera del potere. Ma non siamo i maghi dell'emendamento notturno, né vogliamo essere i vassalli di un potere debole incapace di decidere.»



Un lobbista di successo ci racconta cosa avviene in quella stanza, come funzionano i meccanismi del potere e perché oggi sono così deboli e fragili.



Di potere e di lobby di questi tempi si parla e si scrive molto. Molti – in Italia e nel mondo – sono convinti che potere politico e lobby operino in modo poco trasparente, quasi mai controllabile, spesso ai confini della legalità. Per avere risposte, la cosa migliore è dare la parola a qualcuno che, dall'interno di questo mondo tanto chiacchierato quanto poco conosciuto, racconti il ruolo dei lobbisti e le motivazioni dei loro clienti – aziende tradizionali, imprese della new economy, distretti produttivi, grandi aggregazioni professionali, conosciute associazioni no profit. Così Alberto Cattaneo, socio fondatore di una delle più note società di lobbying in Italia, racconta dall'interno gli aspetti fondamentali, le modalità, i momenti quotidiani e gli snodi cruciali di questa attività. Emergono finalmente i contorni esatti, i chiaroscuri, i nodi ancora da sciogliere di una professione impegnativa e cruciale: i dossier affrontati, le battaglie vinte e perse, il misurarsi quotidiano con una classe dirigente scorta da un osservatorio privilegiato. Un libro che racconta come e dove molte decisioni cruciali maturano e vengono prese. In altre parole: un libro necessario per guardare all'interno del rapporto tra potere e democrazia.

";;;Politica;3.76;05/24/2026;;;;;;;;Sx4;
Il piacere di scoprire;"Feynman, Richard P.; Giberti, Maria Grazia; Gilberti, Grazia";Adelphi;2002-10-02;Copertina flessibile;284;;;Italiano;9788845917226;;https://www.amazon.it/dp/8845917223?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/31uq6Kv-4lL._SL500_.jpg;All'indomani del disastro dello Space Shuttle Challenger, nel 1986, il presidente degli Stati Uniti istituì una commissione governativa incaricata di far luce sulle cause della tragica esplosione. A farne parte fu chiamato anche Richard Feynman, e furono in molti a chiedersi quale apporto potesse dare, fra ingegneri, astronauti e tecnici aerospaziali, un sia pur celebre fisico teorico. Ma fu proprio Feynman a dimostrare, fra lo sbalordimento generale, che l'incidente era stato causato da una semplice guarnizione di gomma. La relazione che presentò figura in questo libro che raccoglie saggi di diverso argomento: dalla sociologia della scienza alla struttura dei calcolatori, dalla pedagogia al rapporto tra scienze e religione.;;;Scienze biologiche;4.22;05/24/2026;;;;;;;;Sx4;
Il quinto giorno;"Schätzing, Frank; Vicini, Sergio";TEA;2010-03-01;Copertina flessibile;1032;;;ita;9788850221066;;https://www.goodreads.com/book/show/13616877-il-quinto-giorno;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335377349l/13616877._SX98_.jpg;"14 gennaio. Huanchaco, costa del Perú. Il povero pescatore Juan Narciso Ucañan non crede ai suoi occhi: dopo lunghe settimane di magra, davanti a lui si stende un enorme banco di pesci. Ma ben presto il terrore cancella la sua felicità: i pesci, muovendosi come un unico essere, prima gli distruggono la rete, poi rovesciano la sua barca e infine si compattano, impedendogli di tornare in superficie. E, prima di morire, Ucañan scorge qualcosa che serpeggia verso di lui... 
13 marzo. Costa norvegese. A bordo della nave oceanografica Thorvaldson, il biologo marino Sigur Johanson e Tina Lund, responsabile della Statoil per la scoperta di giacimenti petroliferi, guardano sconcertati il monitor che rimanda le immagini di un robot calato sul fondo del mare: milioni di «vermi» sembrano aver invaso lo zoccolo continentale. Cosa sono? Da dove vengono? E, soprattutto, perché sono così tanti? 
5 aprile. Vancouver Island, Canada. Leon Anawak fa da guida ai turisti che vogliono osservare le balene nelle acque della British Columbia. Da qualche tempo, però, gli enormi mammiferi marini non si vedono più, come se si fossero «smarriti» da qualche parte. Poi, improvvisamente, riappaiono e si comportano in modo del tutto anomalo, arrivando addirittura ad attaccare la Barrier Queen, un cargo da sessantamila tonnellate. Ed è proprio sullo scafo di quella nave che Leon scopre una gigantesca colonia di mitili... 
Tre avvenimenti lontani, un unico tratto comune: il mare. Un mondo brulicante di esseri misteriosi, un universo di cui si conosce a malapena la superficie, un enigma che avvolge i sette decimi del nostro pianeta. Dall’Europa all’America, dal Polo Nord al Giappone, il mondo intero dovrà confrontarsi con questo enigma: scienziati, militari, capi di governo e individui comuni saranno trascinati in un’avventura senza precedenti, verso uno scontro titanico in cui si deciderà se la specie umana può avere ancora un futuro. Perché nessuno può sapere cos’è veramente successo nel quinto giorno della creazione. Fino a ora...";;;Science-fiction;4.11;05/24/2026;;;;;;;;Sx4;
Il senso delle cose;"Feynman, Richard P.; Servidei, Laura";Adelphi;1999-06-23;Copertina flessibile;126;;;Italiano;9788845914638;;https://www.amazon.it/dp/8845914631?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/310dNrK5DHL._SL500_.jpg;"A un uditorio che si presume esilarato un Feynman in forma smagliante lancia le sue provocazioni intellettuali, spiegando col suo stile immediato e antiretorico in che consiste il metodo scientifico; mostrando, ad esempio, come sovente un’ipotesi da «quasi certamente» falsa possa diventare «quasi certamente» vera. O viceversa. Nel «quasi» è il succo di tutto il suo argomentare, un misto accattivante di vera-falsa ingenuità e di spietata astuzia analitica che lo porta a vagabondare al di fuori della fisica, nelle regioni di confine, dall’etica alla religione alla politica, a chiedersi il perché delle cose, della vita, di tutto, mosso da una curiosità insopprimibile, fanciullesca. «Ho firmato un contratto, mi renderò ridicolo» dice. Ma è chiaro che sta giocando. L’incertezza chiamata in causa da Feynman non significa abdicazione della ragione in favore di nuove e nebulose forme di conoscenza, non evoca luttuosi scenari di finis scientiae, ma rimanda alle origini e all’essenza stessa del sapere d’Occidente. In questa visione il dubbio, assunto quasi a condizione esistenziale, apre alla mente indagatrice spazi di libertà e di sperimentazione, per rinnovare continuamente la sfida all’ignoto. Il senso delle cose, apparso per la prima volta nel 1998, raccoglie tre conferenze tenute da Feynman nell’aprile del 1963 presso l’Università di Washington, nel quadro delle John Danz Lectures Series.";;;Scienze, tecnologia e medicina;3.96;05/24/2026;;;;;;;;Sx4;
Intelligenza artificiale. Un approccio moderno. Ediz. MyLab (Vol. 2);"Author, Unknown; Norvig, Peter; Amigoni, Francesco";Pearson;2022-03-11;Copertina flessibile;432;;2;Italiano;9788891927484;;https://www.amazon.it/dp/8891927481?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51vrLX6mWKL._SL500_.jpg;;;;Scienza dei calcolatori;0;05/24/2026;;;;;;;;Sx4;
Intelligenza artificiale. Un approccio moderno. Ediz. mylab (Vol.);"Author, Unknown; Norvig, Peter; Amigoni, Francesco; Gaburri, S.";Pearson;2021-08-11;Copertina flessibile;672;;;Italiano;9788891904454;;https://www.amazon.it/dp/8891904457?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51HzJDOltJL._SL500_.jpg;;;;Scienza dei calcolatori;0;05/24/2026;;;;;;;;Sx4;
Introduzione all'apprendimento statistico. Con applicazioni in r;"Author, Unknown; Witten, D.; Hastie, T.; Tibshirani, R.";Piccin-Nuova Libraria;2020-11-30;Copertina flessibile;428;;;Italiano;9788829930944;;https://www.amazon.it/dp/8829930946?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41F1Q-CmgDL._SL500_.jpg;;;;Salute pubblica e medicina preventiva;0;05/24/2026;;;;;;;;Sx4;
Introduzione all'ingegneria del software. Ediz. Mylab. Con Contenuto digitale per accesso online;"Sommerville, Ian; Micucci, Daniela; Postinghel, Paolo";Pearson;2017-02-02;Copertina flessibile;638;;;Italiano;9788891902245;;https://www.amazon.it/dp/8891902241?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/412tewfwuXL._SL500_.jpg;;;;Programmazione;3.00;05/24/2026;;;;;;;;Sx4;
L'Italia dei Comuni: Il Medio Evo dal 1000 al 1250;"Montanelli, Indro; Gervaso, Roberto";BUR Biblioteca Univ. Rizzoli;;Copertina flessibile;320;Storia d'Italia;;ita;9788817118095;;https://www.goodreads.com/book/show/7156456-l-italia-dei-comuni;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299066217l/7156456.jpg;Dai secoli bui all'affermazione dei Comuni, le prime quattro crociate, la Chiesa e gli eretici (o presunti tali), Matilde di Canossa ed Enrico IV, Arnaldo da Brescia, Federico Barbarossa, Federico II, l'Inquisizione, l'urbanesimo e la rinascita delle città, le repubbliche marinare...;;;Storia;4.02;05/24/2026;;;;;;;;Sx4;
L'Italia dei secoli bui: Il Medio Evo sino al Mille;"Montanelli, Indro; Gervaso, Roberto";Rizzoli;;Copertina flessibile;;Storia d'Italia;;ita;9788817118064;;https://www.goodreads.com/book/show/9753016-l-italia-dei-secoli-bui;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403868244l/9753016._SX98_.jpg;"La caduta dell’Impero Romano è stato un processo lento e complicato, iniziato – ben prima del sacco di Roma – con l’avvicinarsi ai confini di quelle stesse tribù che avevano invaso la Cina, e proseguito attraverso gli anni di Costantino e Teodosio. Comincia così per l’Italia un lungo periodo oscuro: le città vengono abbandonate, eserciti barbari percorrono il Paese depredandolo, devastandolo e seminando terrore. Fino al fatidico Anno Mille si susseguono secoli di ferro e di sangue, di lutti e di invasioni. È il momento più difficile da raccontare nella storia italiana: le fonti sono poche e insicure, e gli avvenimenti “di casa nostra” non si possono isolare da quelli del resto d’Europa; come dicono gli autori: “Forse mai il nostro continente è stato così unito e interdipendente come in quest’epoca afflitta da mancanza di strade e di mezzi di trasporto e di comunicazione”. Indro Montanelli e Roberto Gervaso ci presentano i ritratti dei protagonisti nei quali cogliere i segni del costume, della civiltà e del suo evolvere: Attila, Alarico, Odoacre, Galla Placidia, Gregorio il Grande, Carlomagno e gli Ottoni, i Santi, i Padri e i riformatori della Chiesa. Il passaggio dall’Impero ai Comuni, la società feudale, il rapporto città-campagna, lo scontro tra la nobiltà guerriera legata alla terra e la nascente borghesia urbana: questi gli elementi del grande mosaico che ci ritroviamo a osservare, e il risultato è uno strumento d’informazione chiaro e al contempo una lettura appassionante.";;;Historia;3.84;05/24/2026;;;;;;;;Sx4;
L'ombra del vento;"Zafón, Carlos Ruiz; Sezzi, Lia";A. Mondadori;2004-05-01;Copertina rigida;441;El cementerio de los libros olvidados;;ita;9788804527336;;https://www.goodreads.com/book/show/8514980-l-ombra-del-vento;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1289855859l/8514980._SX98_.jpg;"Una mattina del 1945 il proprietario di un modesto negozio di libri usati conduce il figlio undicenne, Daniel, nel cuore della città vecchia di Barcellona al Cimitero dei Libri Dimenticati, un luogo in cui migliaia di libri di cui il tempo ha cancellato il ricordo, vengono sottratti all'oblio. Qui Daniel entra in possesso del libro ""maledetto"" che cambierà il corso della sua vita, introducendolo in un labirinto di intrighi legati alla figura del suo autore e da tempo sepolti nell'anima oscura della città. Un romanzo in cui i bagliori di un passato inquietante si riverberano sul presente del giovane protagonista, in una Barcellona dalla duplice identità: quella ricca ed elegante degli ultimi splendori del Modernismo e quella cupa del dopoguerra.";;;Favorites;4.31;05/24/2026;;;;;;;;Sx4;
L'ultimo teorema di Fermat;"Singh, Simon; Capararo, Carlo; Lotti, Brunello";Rizzoli;1999-03-10;Copertina flessibile;360;;;Italiano;9788817112918;;https://www.amazon.it/dp/8817112917?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/61ly4MUjdxL._SL500_.jpg;"Simon Singh racconta in modo semplice e chiaro, comprensibile anche a chi non sa nulla di matematica, la storia di un teorema che ha coinvolto molti dei più grandi matematici del passato, facendo rivivere l'affascinante percorso della teoria dei numeri.
(Federico Peiretti, ""Tuttolibri"")";;;Racconti e antologie;4.30;05/24/2026;;;;;;;;Sx4;
La coscienza di Zeno;Svevo, Italo;Mondadori;2016-05-18;Copertina flessibile;392;Zeno;;ita;9788804668299;;https://www.goodreads.com/book/show/30342719-la-coscienza-di-zeno;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464954270l/30342719._SX98_.jpg;"Profondamente segnato dal confronto con la nascente psicoanalisi (la prima edizione è del 1923), ""La coscienza di Zeno"" è concepito come fosse il diario terapeutico che un ""nevrotico"", Zeno Cosini, scrive su richiesta del suo medico e che questi decide di pubblicare per ""vendicarsi"" del paziente che ha bruscamente interrotto la terapia. Il racconto di Zeno percorre così le tappe di una vita malata, attraverso la lotta contro il fumo, la morte del padre, la storia di un matrimonio senza amore, di un adulterio appassionante e infelice, di un'iniziativa commerciale disastrosa. Risalendo, con le note di un'impareggiabile ironia, tutti i tortuosi rivoli dell'esistenza interiore del protagonista, Italo Svevo affonda qui nelle più oscure e dolorose regioni dell'incertezza umana, per poi risalire alla quieta consapevolezza del ""male di vivere"".";;;Fiction;3.77;05/24/2026;;;;;;;;Sx4;
La costola di Adamo;Manzini, Antonio;Sellerio Editore Palermo;2014-01-09;Copertina flessibile;284;Rocco Schiavone;;Italiano;9788838931383;;https://www.amazon.it/dp/8838931380?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41He2mrFE8L._SL500_.jpg;"«Il vicequestore sorrise nel pensare alla somiglianza che sentiva tra lui e quel cane da punta». Rocco Schiavone ha la mania di paragonare a un animale ciascuna delle fisionomie umane che gli si para davanti. Ma più che il setter che gli suscita quell’accostamento, lui stesso fa venire in mente uno spinone, ispido, arruffato e rustico com’è: pur sempre, però, sottomesso all’istinto della caccia. È uno sbirro manesco e tutt’altro che immacolato, romano di conio trasteverino, con una piaga di dolore e di colpa che non può guarire. Ad Aosta, dove l’hanno trasferito d’ufficio, preferirebbe tenere le sue Clarks al riparo dall’acqua e godersi i suoi amorazzi, che non imbarcarsi in un’altra inchiesta piena di neve.
Una donna, una moglie che si avvicinava all’autunno della vita, è trovata cadavere dalla domestica. Impiccata al lampadario di una stanza immersa nell’oscurità. Intorno la devastazione di un furto. Ma Rocco non è convinto. E una successione di coincidenze e divergenze, così come l’ambiguità di tanti personaggi, trasformano a poco a poco il quadro di una rapina in una nebbia di misteri umani, ambientali, criminali.
Per dissolverla, il vicequestore Rocco Schiavone mette in campo il suo metodo annoiato e stringente, fatto di intuito rapido e brutalità, di compassione e tendenza a farsi giustizia da sé, di lealtà verso gli amici e infida astuzia. Soprattutto, deve accettare di sporgersi pericolosamente verso il mondo delle donne, a respirare il carattere insinuante, continuo, che assume la violenza quand’è esercitata su di loro.
Ogni interrogatorio condotto da Schiavone accende la curiosità della prossima rivelazione, ogni suo passo sollecita l’attesa del nuovo indizio, mentre intorno si sparge contagiosa la crescente sua commozione, si trasmette il suo malumore, e si fa convincente il pessimismo sgorgato dal suo «baratro di tristezza».
Le storie nere con Rocco Schiavone restano impresse. Per la geometrica densità dell’intreccio; per la cesellatura minuziosa di un personaggio la cui immagine ha la forza di uscire dalla pagina.";;;Gialli e thriller;3.92;05/23/2026;;;;;;;;Sx4;
La frontiera scomparsa;"Sepúlveda, Luis; Carmignani, Ilide";Guanda;;Copertina flessibile;;;;ita;9788877468536;;https://www.goodreads.com/book/show/9667208-la-frontiera-scomparsa;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1323705247l/9667208._SX98_.jpg;"I due anni trascorsi da Sepúlveda nelle prigioni del regime cileno e l'espulsione dal suo paese natale; il ricordo di un detenuto a bordo di un treno che attraversa il Cile da sud a nord; la permanenza a Montevideo con due amici e militanti della sinistra rivoluzionaria che si trasforma in un'avventura quasi comica; un incontro memorabile sul confine boliviano e ancora molti altri episodi.";;;Narrativa;3.84;05/24/2026;;;;;;;;Sx4;
La Gioiosa Macchina Da Guerra;Occhetto, Achille;Report;;Copertina flessibile;;;;Italiano;9788835992899;;https://www.amazon.it/dp/8835992893?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41kQT7R2U3L._SL500_.jpg;;;;Categorie;;05/24/2026;;;;;;;;Sx4;
La gita a Tindari: 462;Camilleri, Andrea;Sellerio Editore Palermo;2000-02-18;Copertina flessibile;304;Commissario Montalbano;;Italiano;9788838915741;;https://www.amazon.it/dp/8838915741?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/41lxizxWl4L._SL500_.jpg;Sta invecchiando il commissario Montalbano? No, non è questo. È l'amarezza per un caso dai retroscena sconcertanti e orrendi. È il saluto del nuovo secolo a questo Maigret siculo, più colto, più teso e irregolare. Egli indaga tra l'immaginaria Vigàta e Tindari, il promontorio a picco sul mare «col piccolo, misterioso teatro greco e la spiaggia a forma di una mano con le dita rosa». Un triplice omicidio è avvenuto - un giovane dongiovanni che viveva al di sopra dei suoi mezzi apparenti, due anziani pensionati seppelliti in casa che improvvisamente decidono una gita a Tindari. Li collega, sembra, solo un condominio. Ma Montalbano ha una maledizione, sa leggere i segni che provengono dall'antichissimo che vive nel modernissimo continente Sicilia: lo aiutano un vecchio ulivo contorto, la sua squadra, la svedese Ingrid, un libro di Conrad, e un Innominato senza pentimento.;;;Gialli e thriller;4.06;05/23/2026;;;;;;;;Sx4;
La grande occasione;D'Alema, Massimo;Mondadori;1996-07-01;Copertina flessibile;;;;Italiano;9788804421610;;https://www.amazon.it/dp/8804421614?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51PwrBOPWEL._SL500_.jpg;Italian;;;Politica;1.67;05/24/2026;;;;;;;;Sx4;
La legge fisica;"Feynman, Richard P.; Radicati di Brozolo, L.";Bollati Boringhieri;1993-01-18;Copertina flessibile;208;;;Italiano;9788833902616;;https://www.amazon.it/dp/8833902617?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/414HocXiUSL._SL500_.jpg;"In questo ciclo di conferenze, il premio Nobel Richard Feynman, parlando a braccio sulla scorta di poche note, racconta a studenti di varia provenienza, con scarse conoscenze matematiche, in che cosa consiste il lavoro del fisico teorico. 
Il suo intento non è però di divulgare i contenuti della fisica (ché, tanto, senza equazioni nessuno «potrà mai far capire la natura a “quelli dell’altra cultura”») ma di mostrare il modo in cui essa procede e di rendere in qualche misura consapevoli anche i profani del valore intellettuale dell’impresa. E lo fa col suo stile immediato e antiretorico, senza vaghe affermazioni qualitative, sulla base di esempi concreti tratti dalla fisica di ieri e di oggi, analizzati quanto basta per mettere in luce l’essenza del metodo. Al lettore più esperto non sfuggiranno le osservazioni sottili, 
le intuizioni profonde di cui questo libretto, come ogni scritto di Feynman, è ricco: dalla dimostrazione einsteiniana della località delle leggi di conservazione all’analisi del significato della termodinamica, alle considerazioni finali sul futuro della fisica.";;;Fisica;4.30;05/24/2026;;;;;;;;Sx4;
LA MAPPA DELLA VITA L'interpretazione del codice genetico I grandi libri della Scienza contemporanea;"Dulbecco, Renato; contemporanea), Panorama (I grandi libri della Scienza";Generico;2006;Copertina rigida;0;;;;;;https://www.amazon.it/dp/B0CL4VNFQ7?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/21xiVkxN-SL._SL500_.gif;;;;Categorie;;05/24/2026;;;;;;;;Sx4;
La mente nuova dell'imperatore;Penrose, Roger;Sansoni;1999-01-01;Copertina flessibile;;;;Italiano;9788838371301;;https://www.amazon.it/dp/883837130X?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51bgk3R9GNL._SL500_.jpg;;;;Scienze, tecnologia e medicina;;05/24/2026;;;;;;;;Sx4;
Le 17 equazioni che hanno cambiato il mondo;"Stewart, Ian; Panini, Giorgio P.";Einaudi;;Copertina flessibile;;;;ita;9788858430064;;https://www.goodreads.com/book/show/43198302-le-17-equazioni-che-hanno-cambiato-il-mondo;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1544555277l/43198302._SX98_.jpg;"Le equazioni sono la linfa della matematica, delle scienze e della tecnologia. In loro assenza il nostro mondo non esisterebbe cosí come lo conosciamo. Senza le quattro equazioni che descrivono l'elettromagnetismo non avremmo la radio, il radar e la televisione. Senza l'equazione alla base della teoria dell'informazione non ci sarebbero tutti i sistemi digitali, dai telefoni a Internet. E se oggi siamo in grado di decifrare la natura del cosmo e di esplorare i pianeti lo dobbiamo alla scoperta della legge gravitazionale di Newton.
Dal teorema di Pitagora alla E=mc2 di Einstein, fino alle formule della meccanica quantistica, della teoria del caos o delle piú acrobatiche operazioni finanziarie, Ian Stewart passa in rassegna le diciassette equazioni che hanno cambiato la storia dell'umanità. E lo fa spiegando non solo l'enorme impatto che hanno avuto sul progresso e la vita di tutti, ma riuscendo nel miracolo di svelare il loro limpido splendore anche a chi con i numeri non ha mai avuto molta dimestichezza.";;;Science;3.96;05/24/2026;;;;;;;;Sx4;
Meccanica Quantistica Moderna;Sakurai, J.J.;Zanichelli;1985-01-01;Copertina flessibile;;;;ita;9788808127068;;https://www.goodreads.com/book/show/41821396-meccanica-quantistica-moderna;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1536843379l/41821396._SX98_.jpg;Modern Quantum Mechanics is a classic graduate level textbook, covering the main quantum mechanics concepts in a clear, organized and engaging manner. The author, Jun John Sakurai, was a renowned theorist in particle theory. The second edition, revised by Jim Napolitano, introduces topics that extend the text's usefulness into the twenty-first century, such as advanced mathematical techniques associated with quantum mechanical calculations, while at the same time retaining classic developments such as neutron interferometer experiments, Feynman path integrals, correlation measurements, and Bell's inequality.;;;Physics;4.20;05/24/2026;;;;;;;;Sx4;
Miti dell'India e del buddhismo;"Nivedita, Sister; Kumarasvami, Ananda; Odierno, A.; Ananda Kumarasvami,   Nivedita (suor),   Nivedita (suora)";Laterza;;Copertina flessibile;272;;;ita;9788842045489;;https://www.goodreads.com/book/show/13360638-miti-dell-india-e-del-buddhismo;;;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338149827l/13360638._SX98_.jpg;"""Una introduzione acuta e profonda alla cultura tradizionale dell'India, che si può ormai considerare un classico."" Dalla Premessa di Raniero Gnoli";;;Mythology;3.70;05/24/2026;;;;;;;;Sx4;
Network Security Essentials: Applications and Standards;Stallings, William;Pearson;2000-01-11;Copertina flessibile;366;;;Inglese;9780130160935;;https://www.amazon.it/dp/0130160938?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/21g8niSHUCL._SL500_.jpg;;;;Internet;3.75;05/24/2026;;;;;;;;Sx4;
Non è stagione: 983;Manzini, Antonio;Sellerio Editore Palermo;2015-01-12;Copertina flessibile;317;Rocco Schiavone;;Italiano;9788838932885;;https://www.amazon.it/dp/8838932883?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51jFclHGvjL._SL500_.jpg;"«Una volta ogni tanto, poteva anche sorridere. La vita poteva anche sorridere. E Rocco lo fece alzando la testa al cielo».
C’è un’azione parallela, in questa inchiesta del vicequestore Rocco Schiavone, che affianca la storia principale. È perché il passato dell’ispido poliziotto è segnato da una zona oscura e si ripresenta a ogni richiamo. Come un debito non riscattato. Come una ferita condannata a riaprirsi. E anche quando un’indagine che lo accora gli fa sentire il palpito di una vita salvata, da quel fondo mai scandagliato c’è uno spettro che spunta a ricordargli che a Rocco Schiavone la vita non può sorridere.
I Berguet, ricca famiglia di industriali valdostani, hanno un segreto, Rocco Schiavone lo intuisce per caso. Gli sembra di avvertire nei precordi un grido disperato. È scomparsa Chiara Berguet, figlia di famiglia, studentessa molto popolare tra i coetanei. Inizia così per il vicequestore una partita giocata su più tavoli: scoprire cosa si cela dietro la facciata irreprensibile di un ambiente privilegiato, sfidare il tempo in una corsa per la vita, illuminare l’area grigia dove il racket e gli affari si incontrano. Intanto cade la neve ad Aosta, ed è maggio: un fuori stagione che nutre il malumore di Rocco. E come venuta da quell’umor nero, un’ombra lo insegue per colpirlo dove è più doloroso.
Il terzo romanzo della serie di Rocco Schiavone, Non è stagione, è un noir di azione. Ma è insieme il vivido ritratto di un uomo prigioniero del destino. Un personaggio tragico, complesso e consapevole.";;;Gialli e thriller;4.06;05/23/2026;;;;;;;;Sx4;
Physics of Atoms and Molecules;"Bransden, B.H.; Joachain, C.J.";Longman Pub Group;1982-12-20;Copertina flessibile;704;;;Inglese;9780582444010;;https://www.amazon.it/dp/0582444012?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/4116kWjo0SL._SL500_.jpg;;;;Impresa, strategia e gestione;3.91;05/24/2026;;;;;;;;Sx4;
Physics Of Semiconductors Devices;Sze, Simon M.;Wiley;1981-09-30;Copertina rigida;880;;;Inglese;9780471056614;;https://www.amazon.it/dp/0471056618?tag=handylibitaly-21&linkCode=osi&th=1&psc=1;;;https://m.media-amazon.com/images/I/51Ve+xLpp9L._SL500_.jpg;;;;Fisica;4.38;05/24/2026;;;;;;;;Sx4;
